p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.450111, 238, 18969, 143, 5000.0, 5000, 1.0, 4706, 293, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.35559, 157, 18973, 133, 625.0, 1405, 0.281, 4716, 276, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.369471, 137, 18955, 131, 454.545454545, 1396, 0.2792, 4746, 243, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.335187, 178, 18980, 135, 1666.66666667, 1854, 0.3708, 4736, 261, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.380241, 176, 19043, 131, 500.0, 1899, 0.3798, 4719, 271, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.399984, 162, 18981, 136, 454.545454545, 1056, 0.2112, 4734, 255, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.371047, 217, 18945, 138, 833.333333333, 1813, 0.3626, 4756, 238, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.354607, 177, 18957, 139, 833.333333333, 1923, 0.3846, 4680, 314, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.326602, 172, 18978, 131, 833.333333333, 2525, 0.505, 4706, 288, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.397141, 178, 18960, 136, 1000.0, 2479, 0.4958, 4772, 223, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.346858, 183, 19039, 135, 500.0, 1416, 0.2832, 4721, 269, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.39085, 178, 18963, 136, 357.142857143, 896, 0.1792, 4758, 228, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.466302, 183, 18934, 144, 1000.0, 1452, 0.2904, 4735, 260, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.409455, 183, 18958, 130, 416.666666667, 926, 0.1852, 4708, 280, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.312562, 141, 18935, 127, 500.0, 1101, 0.2202, 4757, 233, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.417255, 170, 18994, 136, 833.333333333, 2427, 0.4854, 4727, 267, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.447099, 183, 19004, 138, 1000.0, 1394, 0.2788, 4745, 250, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.345449, 158, 18933, 135, 555.555555556, 2598, 0.5196, 4688, 303, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.394778, 161, 18996, 136, 833.333333333, 1142, 0.2284, 4690, 304, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.374967, 207, 18967, 142, 714.285714286, 2634, 0.5268, 4726, 267, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.333928, 170, 19016, 131, 714.285714286, 1227, 0.2454, 4740, 253, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.341539, 171, 19002, 130, 555.555555556, 1789, 0.3578, 4734, 257, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.344536, 174, 18926, 134, 1000.0, 2268, 0.4536, 4764, 231, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.340211, 195, 18980, 133, 833.333333333, 1469, 0.2938, 4762, 232, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.401371, 157, 19006, 137, 714.285714286, 1768, 0.3536, 4748, 245, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.335443, 174, 18995, 134, 1000.0, 1470, 0.294, 4762, 233, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.477912, 153, 18985, 135, 1000.0, 1937, 0.3874, 4728, 267, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.389, 0.2, 0.5, 0.083333, 5000, 1.38974, 145, 18992, 132, 555.555555556, 1465, 0.293, 4741, 250, 0.0
