p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.335892, 170, 19020, 133, 833.333333333, 1860, 0.372, 4667, 327, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.307086, 144, 18976, 128, 833.333333333, 2533, 0.5066, 4670, 324, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.375346, 183, 19027, 129, 1250.0, 1933, 0.3866, 4682, 314, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.326872, 189, 18980, 132, 833.333333333, 1531, 0.3062, 4659, 335, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.465432, 186, 18909, 131, 500.0, 860, 0.172, 4603, 387, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.330254, 167, 19016, 128, 714.285714286, 2684, 0.5368, 4682, 311, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.307296, 146, 19007, 129, 454.545454545, 923, 0.1846, 4716, 273, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.347815, 168, 18975, 127, 333.333333333, 1007, 0.2014, 4629, 356, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.334942, 169, 19034, 131, 454.545454545, 1198, 0.2396, 4619, 370, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.397823, 174, 19015, 133, 1666.66666667, 2373, 0.4746, 4669, 328, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.328685, 158, 18975, 130, 833.333333333, 1706, 0.3412, 4696, 298, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.339254, 173, 19010, 131, 454.545454545, 1292, 0.2584, 4624, 365, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.317156, 181, 18953, 128, 294.117647059, 844, 0.1688, 4623, 360, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.34667, 162, 18929, 133, 625.0, 999, 0.1998, 4634, 358, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.347515, 140, 18966, 126, 357.142857143, 697, 0.1394, 4593, 393, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.416856, 170, 19008, 128, 1250.0, 1763, 0.3526, 4665, 331, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.367834, 183, 18951, 132, 416.666666667, 735, 0.147, 4603, 385, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.3776, 155, 19015, 134, 714.285714286, 1744, 0.3488, 4619, 374, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.331664, 182, 18912, 133, 384.615384615, 877, 0.1754, 4633, 354, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.313416, 174, 18975, 127, 1000.0, 2048, 0.4096, 4614, 381, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.313793, 173, 19021, 131, 555.555555556, 1473, 0.2946, 4651, 340, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.325837, 169, 18929, 130, 384.615384615, 798, 0.1596, 4544, 443, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.353177, 169, 18928, 139, 1000.0, 2203, 0.4406, 4645, 350, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.368934, 220, 18959, 142, 1666.66666667, 3531, 0.7062, 4670, 327, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.348171, 246, 19030, 133, 500.0, 946, 0.1892, 4634, 356, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.357458, 174, 19002, 138, 714.285714286, 2020, 0.404, 4654, 339, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.337064, 215, 18951, 139, 625.0, 1450, 0.29, 4625, 367, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.346134, 168, 19027, 135, 625.0, 982, 0.1964, 4660, 332, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.313743, 177, 18996, 129, 454.545454545, 1021, 0.2042, 4605, 384, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.31602, 141, 18978, 130, 714.285714286, 1934, 0.3868, 4672, 321, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.336925, 157, 19008, 130, 500.0, 1069, 0.2138, 4678, 312, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.338591, 159, 18978, 132, 500.0, 1408, 0.2816, 4626, 364, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.366319, 191, 18985, 134, 500.0, 984, 0.1968, 4641, 349, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.375927, 172, 19026, 140, 1000.0, 1594, 0.3188, 4663, 332, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.354127, 164, 18974, 138, 1250.0, 2788, 0.5576, 4676, 320, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.409889, 181, 19018, 141, 1250.0, 2818, 0.5636, 4592, 404, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.358219, 150, 19046, 126, 625.0, 1012, 0.2024, 4637, 355, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.38955, 188, 18982, 143, 714.285714286, 1307, 0.2614, 4627, 366, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.333941, 160, 18987, 133, 555.555555556, 1383, 0.2766, 4684, 307, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.384874, 147, 18999, 132, 833.333333333, 1451, 0.2902, 4606, 388, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.359562, 163, 18982, 132, 500.0, 966, 0.1932, 4560, 430, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.329164, 167, 18960, 135, 714.285714286, 2008, 0.4016, 4622, 371, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.346113, 181, 18948, 133, 555.555555556, 1163, 0.2326, 4621, 370, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.390743, 156, 18988, 133, 416.666666667, 929, 0.1858, 4646, 342, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 1.343644, 135, 19016, 127, 555.555555556, 1592, 0.3184, 4625, 366, 0.0
